mmsi,bandera,año_construccion,capacidad_dwt,longitud_m,calado_m
102571,Panamá,2006,54099,392.9171797500542,12.020541156395996
102572,Singapur,2003,18127,174.0509200147385,11.903833513413629
102573,Panamá,2018,7883,351.34838536018344,10.01356586102016
102574,Malta,2001,64014,151.93078876866787,6.8588397073573635
102575,Singapur,2022,26550,237.16314032110614,10.2721651829308
102576,Grecia,2012,28651,296.32630085706177,11.139769842438021
102577,Grecia,1993,95906,355.0361330759436,15.292202772969597
102578,Grecia,2000,7001,316.92469958150167,14.503359304796563
102579,Singapur,2020,64591,287.69582561540824,14.229006853407714
102580,Malta,2009,45726,105.21687604453605,8.996350365924412
102581,Singapur,2001,7126,267.95487250863437,16.55728153347531
102582,Malta,1993,86145,210.49656897107567,13.271567774123236
102583,Singapur,2004,9718,390.30452372167866,5.436041358104636
102584,Grecia,2000,129495,197.98329062642358,13.199057612949098
102585,Malta,2023,101521,131.04988055480186,13.88266054272555
102586,Singapur,1992,40820,143.3997682151058,16.210804136225498
102587,Panamá,2021,104622,307.21594379977194,16.283299819766555
102588,Liberia,2018,34477,223.7235583740644,9.380102017990497
102589,Malta,2010,62400,218.9536851973099,5.470625200308367
102590,Grecia,2008,100040,213.95355133849188,10.360456886894596
102591,Singapur,2023,58530,387.85972193158966,13.150204042322208
102592,Singapur,2007,48988,143.31330650699513,10.561822538963545
102593,Malta,2001,132036,352.9960981469213,9.466651247300009
102594,Liberia,2004,62645,356.6525046205192,10.769668354922077
102595,Liberia,1999,117772,297.6073557676033,12.79284113939018
102596,Grecia,2010,8530,179.2935565340404,14.913512344402111
102597,Malta,1991,91733,286.2355105183413,5.18333171952744
102598,Grecia,2008,51148,120.78537348539412,13.113651013550637
102599,Malta,2005,50054,379.8620827371565,6.637024536898873
102600,Liberia,1994,31247,300.2428327685401,16.05043996155091
102601,Grecia,1995,8171,142.9263835372387,12.21247593346003
102602,Malta,2003,95890,333.75494650675296,10.17172758106178
102603,Grecia,2017,95216,193.86787404727508,15.460801502251742
102604,Panamá,1998,21078,112.062581964015,14.513057058277143
102605,Grecia,2019,14286,169.4173244401443,16.90720435661766
102606,Malta,2012,75821,294.9397300485484,14.42238669853609
102607,Panamá,1993,79314,295.53736287894657,7.240753995646992
102608,Liberia,2014,23405,386.53672999512924,16.327494900739854
102609,Panamá,2023,18722,213.02914524354827,6.227696846182688
102610,Liberia,1992,31471,334.1660218702801,15.434858540020006
102611,Singapur,2012,50516,245.03058608105647,17.222467612772157
102612,Grecia,1998,70431,324.2866999227811,17.357735415495974
102613,Singapur,2013,149418,250.71742836616775,13.80821785800295
102614,Grecia,2010,76906,240.33482566924923,16.772951371851097
102615,Liberia,2014,47180,215.11863438141998,17.536349298366556
102616,Liberia,2011,5948,110.5902690168478,15.0706899493592
102617,Liberia,1996,96191,353.1018478782094,9.718811471260103
102618,Grecia,2017,122221,289.4053103204252,8.932744386093395
102619,Panamá,1996,98838,244.0782732061584,8.228210773331899
102620,Malta,2007,116099,264.5729512542443,11.048338626465299
102621,Malta,2014,61302,159.33687043784332,13.684767799971837
102622,Panamá,2019,105694,385.53150884643037,5.564258639408385
102623,Liberia,1998,124260,180.79051298826533,13.995418678106068
102624,Singapur,1995,58782,100.20058100706457,9.245769978430706
102625,Singapur,2009,118182,279.3812860612366,9.54535428152698
102626,Panamá,2007,23416,346.92518492478087,7.953568808761659
102627,Panamá,2018,107230,289.0180521491049,6.729554219451695
102628,Grecia,1990,58093,184.52446258646336,13.871699713797595
102629,Grecia,2015,95969,225.03677175829318,6.878751157908109
102630,Singapur,1998,149981,312.1428534020091,13.126164356314831
102631,Liberia,1993,5827,304.9636618290339,16.36218001276928
102632,Liberia,2022,105748,237.52005518856348,15.956600437709929
102633,Singapur,2006,88742,101.60354541970105,9.698941957595174
102634,Singapur,1991,34457,267.7611887692942,14.557392393070199
102635,Grecia,1999,67683,231.87483379864696,12.703413597368112
102636,Singapur,2012,51703,193.89919231396695,7.575844169915428
102637,Grecia,1994,40716,315.61585351161307,8.46373829178847
102638,Singapur,2007,12048,219.31995269265622,11.379194591751341
102639,Liberia,1992,75026,263.9897157392608,17.032642305369876
102640,Panamá,2011,106209,152.45522656380462,13.176040173864454
102641,Panamá,2009,139667,142.16381071864276,11.662804324878943
102642,Liberia,1990,93710,240.6602337604465,13.398622580559683
102643,Liberia,2022,19532,143.76674186271637,6.968324997895905
102644,Liberia,2022,134962,377.3938468446151,6.617269392546996
102645,Panamá,2005,126582,259.7330186795786,17.61911995947931
102646,Grecia,1992,36292,265.65435600629905,15.883778380242887
102647,Malta,2000,64230,308.0771076090033,12.14040967749551
102648,Grecia,2000,94170,253.26063828973594,11.06986922414157
102649,Liberia,2003,44829,289.3488402026068,9.441100522506469
102650,Panamá,1992,17970,174.69243473638076,11.943231282950498
102651,Liberia,2009,29031,165.8119421680767,17.44576457642435
102652,Malta,2009,87511,119.42002870937614,5.853375741203126
102653,Panamá,2000,138136,236.79839899995937,12.622636200208204
102654,Malta,2020,132695,229.5362777913056,17.355674449315845
102655,Singapur,1990,87399,371.16992193693096,15.023702548289627
102656,Grecia,1995,127805,140.2893915554404,15.226352042600674
102657,Panamá,2005,55438,286.5229034019311,13.363777627826812
102658,Grecia,1996,123621,174.12914586372818,17.081318816902858
102659,Liberia,1991,10169,341.68618801503214,17.1211912086622
102660,Singapur,1996,55695,146.040549504959,11.727189100417249
102661,Malta,1994,97517,122.04957076270642,14.700072369629735
102662,Panamá,1992,66955,204.71128710215518,17.84487184829531
102663,Singapur,2011,22426,336.18889261229,10.832792999485912
102664,Panamá,1998,39443,161.6730289004652,9.652716789361484
102665,Panamá,1994,6954,185.63012036730203,6.429712274961721
102666,Singapur,2021,134525,294.5500235659967,13.675470990649172
102667,Singapur,2003,142757,206.1990740443874,6.824324719465455
102668,Grecia,2016,133683,293.1953975245098,12.188276957804462
102669,Grecia,1998,19319,319.3802880762181,5.78441273058887
102670,Liberia,2008,65635,173.0149303368798,17.9326572918184
102671,Singapur,2016,15335,234.0464567540923,13.609640870873966
102672,Malta,1998,131877,177.582780380648,5.716867384548688
102673,Malta,2022,21781,317.3563687984743,14.321293252061372
102674,Liberia,2013,16381,252.97744986185904,12.91734353482405
102675,Malta,1998,65547,121.04796210910744,14.048417818874459
102676,Liberia,2004,15401,324.8522770742161,15.558622096806703
102677,Grecia,2009,54728,336.9921767518078,14.17375257240543
102678,Malta,2007,124824,184.4404310154142,7.209018566008019
102679,Panamá,1994,37003,288.1738280182488,8.47326645352112
102680,Malta,2002,82046,384.3822652756206,7.428097237434906
102681,Malta,2003,111686,204.485738730253,14.221922420697961
102682,Liberia,2014,74547,360.90730784429013,10.223497180656743
102683,Grecia,2016,23548,387.53132980174263,5.822010871696606
102684,Malta,2003,53658,246.6360479161489,11.32730722822517
102685,Grecia,2022,56520,171.0294268227268,10.832311658867585
102686,Malta,2022,110088,145.98794899373854,12.313542645265166
102687,Liberia,1994,19778,250.47757217907238,16.876028007556794
102688,Grecia,2023,97562,370.3984378921836,15.510346582636817
102689,Liberia,2009,73752,296.78261432860006,14.866486599387585
102690,Grecia,2006,123746,331.45925850549827,7.680691803898746
102691,Liberia,2005,35201,232.57679023485218,16.793178486090433
102692,Malta,2021,146686,194.89558387137933,9.773131379909639
102693,Singapur,2021,127124,392.6224134910972,10.741295711516214
102694,Liberia,1995,115692,162.51720706013802,5.434096330871212
102695,Malta,2008,136788,380.68790011180016,13.468174931890182
102696,Grecia,2003,72721,365.83706221618917,17.259743366810902
102697,Liberia,2007,66577,135.71423530430877,8.3656137524582
102698,Panamá,1998,14141,187.7232605009343,7.866421139508042
102699,Singapur,2019,106261,351.0046497711827,7.519591423661826
102700,Malta,2004,73738,192.03195010506852,8.992765112041091
102701,Panamá,2010,87823,267.2595480704613,14.677089165846548
102702,Liberia,2008,109574,270.55950365647834,15.953121648883647
102703,Singapur,2022,10274,318.29767476710055,14.518435041954032
102704,Malta,2008,36055,382.87190205015156,9.015724427692486
102705,Malta,1995,106664,105.30724944510793,13.500679446146128
102706,Liberia,1993,60947,379.9668786706427,12.849601826287213
102707,Grecia,1999,141559,349.9797084562057,11.368447773866805
102708,Grecia,1996,17587,135.75253758714538,11.74574866925893
102709,Panamá,1991,45637,303.0199135276076,11.82859610614494
102710,Singapur,1991,29245,301.61143158238826,7.3652290469466095
102711,Malta,2001,81458,183.32815407422655,17.061971461083708
102712,Liberia,2012,69651,331.56790308549154,13.699279650413844
102713,Singapur,2013,101359,361.64719002899477,16.65346159620777
102714,Panamá,2018,85775,174.26373676965142,8.9795753284659
102715,Malta,2014,58264,349.3320291008958,10.353637031441437
102716,Panamá,2012,121161,328.06130905622865,9.44353262425536
102717,Grecia,1992,138850,123.05541291603332,16.053743457178882
102718,Liberia,2011,79786,305.5421388432657,12.656585160750861
102719,Grecia,1998,102789,147.70879793299017,8.02210921834322
102720,Panamá,2008,39420,160.16091465905563,11.609845179586916
102721,Singapur,2012,139181,133.99891897408918,12.190580604998242
102722,Grecia,2004,121251,318.47683057856625,16.12412616356005
102723,Grecia,2001,61255,381.57684638541303,8.441200524198118
102724,Singapur,2002,15938,186.85566569338977,8.497114548685147
102725,Panamá,1998,145468,251.4673079108151,6.8596992698009664
102726,Panamá,2001,127122,248.8449354801483,6.824095922206784
102727,Malta,1994,24728,102.10703655036617,6.326689289986138
102728,Singapur,2008,27021,193.21055230472635,5.319513272481246
102729,Panamá,2001,43924,164.93947169045606,7.894069370227255
102730,Singapur,2018,126814,102.1184723406553,8.35211094441467
102731,Liberia,2022,35452,141.262379497831,12.408754431016463
102732,Malta,1995,7529,268.8749255825734,8.420039532206276
102733,Singapur,2004,100988,308.186401725629,17.032785269832118
102734,Grecia,2023,83093,399.6491196459345,5.589174209090673
102735,Liberia,2010,100491,312.25731525616504,10.535422021304623
102736,Panamá,2018,36172,127.08810473905619,7.252270171152682
102737,Malta,1992,121995,233.12352692911858,5.57798220836557
102738,Panamá,2021,15265,299.58972962854267,9.962857685022916
102739,Singapur,1991,68010,248.24669801880785,13.74675628239727
102740,Grecia,1997,46342,193.70071543924465,16.767742755313755
102741,Singapur,2016,6798,116.51444551845404,5.42627036488063
102742,Singapur,1993,40943,221.5835249793237,15.482178330157037
102743,Malta,2002,61086,201.78743337852785,6.966193293127255
102744,Grecia,2014,31316,358.0054371278867,9.909925772539532
102745,Grecia,1990,132357,151.38745150357047,13.420870801369457
102746,Liberia,2010,112226,389.89056052362065,8.641691988008716
102747,Panamá,1998,18994,350.86638442780355,16.829460622147387
102748,Liberia,1998,147588,177.672269920818,11.979332317674915
102749,Grecia,2009,78341,110.43561358557594,13.12327737550203
102750,Singapur,2018,18035,240.79782913414417,7.367755720072114
102751,Liberia,1991,39365,293.82179223536605,10.781154109811128
102752,Panamá,1993,75990,191.84342342697366,5.020607224510907
102753,Singapur,2017,48175,104.03314127617654,11.551216100608908
102754,Grecia,2004,18562,386.2982997930094,11.442248436341119
102755,Grecia,2009,129221,202.09973331006285,10.06353727969974
102756,Malta,2011,44205,379.67309173836884,12.723592888457445
102757,Grecia,1992,146529,196.3358566575411,14.741498257499892
102758,Panamá,2010,138542,291.9913045020994,5.715380283748831
102759,Panamá,1992,124149,276.8669774567681,8.567410217704913
102760,Liberia,1999,50643,343.8045079589348,6.960097007240718
102761,Panamá,2011,51768,373.05694531047556,8.418821445469646
102762,Singapur,1997,103056,238.16950110485362,7.079242905935473
102763,Singapur,1998,22562,227.68423128316226,15.428540960743753
102764,Malta,1996,112858,340.72445308172865,5.765671370429232
102765,Singapur,2009,84527,140.09660251700222,6.621850578196691
102766,Liberia,1991,34275,177.94800998233788,12.829247540100509
102767,Liberia,1999,128633,135.6376670064005,17.91572021271507
102768,Panamá,2010,25704,189.93126284424324,16.962130667740674
102769,Grecia,2008,22317,263.083833464329,12.994269980694021
102770,Singapur,1998,8516,306.3502973427662,10.184584214267359
102771,Liberia,2016,121821,182.08411282301927,10.029836548074375
102772,Singapur,2013,135911,310.1661851716728,16.25711484029702
102773,Singapur,2017,47184,225.06156041436267,5.443652879248156
102774,Panamá,2006,21158,323.24873748493343,8.764323650500627
102775,Panamá,2011,18138,261.02775277605286,6.833189159249755
102776,Liberia,2012,44252,360.3131421824178,7.653515627648652
102777,Liberia,2003,46998,354.57221889227907,6.031510814798192
102778,Grecia,2007,145577,227.85621834666568,8.356953338880656
102779,Panamá,2018,119695,341.9214103356974,8.13718328760917
102780,Liberia,2023,144674,273.3658906512174,8.380213838920612
102781,Malta,2018,44484,172.2091806672936,7.917877499467112
102782,Panamá,2007,104459,134.94420188029258,7.9238622419130476
102783,Panamá,1990,46841,114.18274872135643,15.624574549258929
102784,Liberia,2014,145093,174.57462038552896,14.49237347542902
102785,Liberia,2013,20311,124.90873308408781,13.90822778191361
102786,Singapur,1999,147438,156.490191477222,8.097948031669482
102787,Liberia,2015,28318,226.56479564596938,12.78260566829388
102788,Panamá,2023,43083,147.3921967847175,14.73530605332327
102789,Liberia,2021,141549,318.7424463235613,7.7354888284271786
102790,Malta,2021,52120,104.02582480921885,10.429085953474152
102791,Panamá,2017,95203,377.98006908544875,12.445674655492622
102792,Malta,2023,146201,215.4641109996599,8.26242894493465
102793,Grecia,1993,113822,131.98721065292963,14.483613269564119
102794,Singapur,2002,60655,102.66154619665689,12.541124369082233
102795,Liberia,1994,48758,375.3907120789541,8.969437468607733
102796,Malta,1998,56664,237.8603417830941,9.713389511439587
102797,Liberia,2005,45967,361.32243430807995,9.752156875425822
102798,Grecia,2012,109494,263.0726454288435,11.107619608075494
102799,Panamá,1997,135986,135.62171392575772,12.074436300602741
102800,Panamá,1990,36977,295.4702319275834,11.222602427215707
102801,Grecia,2015,97447,320.9959717075421,6.972703145596491
102802,Singapur,2018,100833,257.7227780969183,13.649019524389855
102803,Liberia,1997,42488,183.96539384541236,6.351770116947789
102804,Malta,2014,7445,350.2849517002956,7.177211758225156
102805,Singapur,2009,105454,128.46434162302677,13.513265737563168
102806,Panamá,1991,20947,260.9380087973436,10.82514225249344
102807,Malta,2021,68886,350.65499977694554,12.41458804833642
102808,Grecia,2014,20237,219.24534723339193,8.602808011984443
102809,Singapur,1999,104995,219.9538886140317,5.8868420143287965
102810,Liberia,2016,93865,186.48606854191584,17.215218007561052
102811,Malta,2001,52259,208.94787196057524,11.755645633390522
102812,Malta,2012,9398,201.98338039458744,10.971889756758893
102813,Panamá,2002,112012,209.08099777276405,17.143757135895076
102814,Grecia,2023,58356,123.0435422194224,17.788298634190014
102815,Panamá,1999,89520,195.87263881235702,5.7191002317117166
102816,Liberia,2010,77104,382.7005816548662,9.155627026292128
102817,Singapur,2010,77767,213.74242908824382,13.286673789196582
102818,Grecia,1996,56689,380.19964536495513,16.616706711628467
102819,Singapur,2005,13058,110.91917038564118,12.60069743081307
102820,Liberia,1993,85288,290.67495386594675,17.791519051468217
102821,Malta,2008,7978,218.01531632036236,13.863937594897944
102822,Grecia,2006,131947,203.89238197224208,5.1378542084070356
102823,Grecia,2021,24975,271.79798479111747,11.382871140133883
102824,Grecia,2020,31511,133.7687079061747,17.421099520524468
102825,Grecia,1994,9751,319.02874333721525,7.3353752114111215
102826,Grecia,2019,92361,346.94989701266996,17.163720125978713
102827,Grecia,2000,134587,111.64554529160073,8.487054661201588
102828,Panamá,1999,49518,146.38287777502615,16.8689822348741
102829,Malta,2008,149066,134.933891367255,12.929782537404446
102830,Panamá,2022,70779,381.71990884269195,9.78128367731187
102831,Malta,1991,97210,307.4351368027828,16.838592551825773
102832,Singapur,1999,99478,186.13699283709906,6.141814073684617
102833,Malta,2021,95720,129.18637008147056,14.59783479897154
102834,Panamá,2018,127752,300.0994110627395,12.714744013114249
102835,Liberia,2005,124929,126.55251618154166,9.922914463665936
102836,Panamá,2013,87358,376.5386384055778,11.96876967742244
102837,Liberia,1999,21911,179.47565400976632,14.91523789524826
102838,Liberia,2001,45832,179.81568558839527,6.52235629983778
102839,Singapur,1992,109791,237.75714190240026,8.43986469994972
102840,Singapur,2017,68784,383.26281013151856,9.952841771433201
102841,Panamá,2020,19297,216.995196565562,14.521290164137547
102842,Liberia,2004,27508,203.2768952991807,16.72431189449797
102843,Liberia,2009,50301,275.3826640730151,17.12704115584415
102844,Panamá,2007,46343,393.15512806778963,9.942761554404221
102845,Singapur,2008,57830,173.3728257543268,10.950565475680367
102846,Grecia,2019,142485,360.33484779388834,16.794823499726597
102847,Singapur,1998,57768,248.7405736536801,5.726685764969637
102848,Malta,2001,99299,336.391058361265,14.538116533901283
102849,Singapur,1994,133939,210.54513280809786,12.746986429212987
102850,Panamá,2017,63944,235.19543032110414,7.368437413670532
102851,Malta,2023,109516,216.6984161038039,15.406584686421391
102852,Grecia,2009,47916,253.86107824409356,5.975470955813958
102853,Malta,2010,42723,148.20146769096917,6.635959344930499
102854,Malta,2002,98507,348.4107769126361,12.132361428144648
102855,Liberia,1998,101715,216.8243231519943,9.000876482647818
102856,Grecia,2001,118625,199.08918109679786,6.397242866841333
102857,Grecia,2013,114288,351.49311571194573,14.095500908180155
102858,Panamá,2015,96747,164.80817764782563,7.062217011335248
102859,Malta,1996,40917,318.2413481618524,17.745222562213876
102860,Malta,1999,16679,202.1532911308831,17.18892743601009
102861,Malta,2001,117284,271.39017906843134,10.268605175350492
102862,Grecia,2006,121167,254.9864305265177,14.714175788959121
102863,Panamá,1996,147160,273.9382094326076,15.489281287303335
102864,Liberia,1995,61620,274.88238609342585,12.267200487785896
102865,Malta,2023,109796,306.3662389291188,15.534509361687181
102866,Malta,2023,84522,240.3545187813583,15.340526409013776
102867,Panamá,1990,48218,247.6003999957111,17.83839046095543
102868,Singapur,2014,131183,327.55853684055023,8.755214003651668
102869,Panamá,2010,23044,162.70511783324295,16.4023164145025
102870,Grecia,2016,42033,333.6714568781497,13.699514848151601
102871,Singapur,2018,135089,102.5262645310819,7.252061851281143
102872,Liberia,2001,63531,273.16617807867783,7.072160250896485
102873,Malta,2019,54634,230.68295383701695,15.237243035196867
102874,Grecia,1993,102705,289.7807995688522,10.30432368711583
102875,Malta,1998,128565,246.66042259275932,16.39892426389163
102876,Singapur,2009,29530,336.9566149420054,11.684016625351058
102877,Liberia,2006,53341,159.39751649899858,8.997048391042473
102878,Panamá,1996,47756,181.05269887986844,16.09987069387538
102879,Malta,2003,17538,273.360747922935,16.87955579503004
102880,Liberia,2006,6975,170.7516292645098,11.187730288315432
102881,Liberia,2013,59251,383.46893848379597,11.365006622738075
102882,Panamá,1995,30933,358.00436994709776,16.899707048358465
102883,Grecia,2014,120063,328.0763916832617,9.429073565718573
102884,Liberia,2011,45234,325.610151040309,13.260494179041025
102885,Singapur,2013,32325,293.96905777382057,5.560343951231315
102886,Liberia,2014,17810,320.3749140801596,17.988228305303362
102887,Malta,2023,47700,110.07470730313229,6.7608464744439765
102888,Panamá,2002,64623,274.23438943647847,7.311929507335341
102889,Liberia,2017,21124,178.7391598830252,6.994563257527542
102890,Liberia,2013,38027,129.29370998282909,5.610832402946755
102891,Liberia,1995,65091,391.54532747368296,15.085991773756305
102892,Panamá,1998,18886,383.7698563167219,10.858706496579526
102893,Malta,2012,39044,371.78819990237025,11.049761469563418
102894,Grecia,2000,109824,294.0973650254358,17.645430802424073
102895,Malta,2008,92534,100.79901580474295,7.849126637849153
102896,Malta,2017,106507,189.24113342356026,5.734319516520499
102897,Liberia,2008,119076,105.33248285578148,12.903605945951572
102898,Grecia,2019,101446,198.9695239781691,10.722099554650828
102899,Malta,1997,83562,189.00470513135735,7.615939070750086
102900,Singapur,2021,87316,271.62310272880455,11.174514443615976
102901,Liberia,1994,38295,142.73256597196615,7.437780988480428
102902,Liberia,1994,148829,197.06244142890472,17.430560858010825
102903,Liberia,2023,49730,369.48061220198184,16.63276065844657
102904,Liberia,2015,36925,169.35893254830185,11.795578328782538
102905,Panamá,2023,134704,248.01617751243862,10.841068915542774
102906,Panamá,2002,44989,135.6095660288266,8.661336639523013
102907,Singapur,2010,140188,325.77608103272127,14.40735521442456
102908,Panamá,1990,90092,124.16262445334569,6.791610146565641
102909,Malta,2005,73257,150.4053783444055,14.589792838302623
102910,Panamá,1990,125429,395.83184626422127,10.928782903373243
102911,Liberia,2000,31335,189.012301841714,12.345973112105602
102912,Panamá,2021,140285,103.15284079764571,13.940757580816381
102913,Singapur,1992,121298,171.33781598888334,14.491450418173537
102914,Singapur,2012,84879,229.2133889755819,13.842174333104465
102915,Liberia,2010,105828,241.17455320004237,9.00587114162659
102916,Malta,2016,140853,222.1565120273175,6.938117578572435
102917,Singapur,2000,125036,140.65966596548068,8.875572653968286
102918,Panamá,1991,51894,156.0564557946747,7.268851704228728
102919,Singapur,1997,136351,300.11406875179694,16.172335929461674
102920,Malta,2022,137773,391.9042467349814,5.845695543741734
102921,Malta,2022,97429,324.75964129207574,12.435062465028182
102922,Malta,2017,147025,331.1364288389585,16.99353036152517
102923,Singapur,1996,17427,231.1790747564564,17.66391222833747
102924,Grecia,2021,136977,207.5246812934467,16.51146068567926
102925,Grecia,2018,77826,340.3314000864513,11.503554616578725
102926,Panamá,2023,107146,308.0660469602025,12.978443819169502
102927,Singapur,1995,18122,234.49564587882048,6.919655433515543
102928,Grecia,1991,146639,327.36551754015386,7.756215929027184
102929,Panamá,2010,12348,121.47705997457379,7.87443883078472
102930,Liberia,2002,145945,119.6444136160236,11.948809130137514
102931,Liberia,2016,62277,312.8128295371423,12.20637847687521
102932,Singapur,2013,107477,394.16660692339514,7.811758469540613
102933,Singapur,1994,56975,147.8873946749351,7.474346086102034
102934,Liberia,2001,126513,384.8411627813412,14.811145173396081
102935,Panamá,1999,128757,391.2122436691994,8.206419123636302
102936,Liberia,2009,20833,129.08159458458596,12.590250826275003
102937,Singapur,1993,34130,236.4242248478069,7.694369789799178
102938,Singapur,2008,82629,230.54277477716155,11.622145088101849
102939,Panamá,2022,59539,164.3502127363949,13.068265783201317
102940,Panamá,1996,84089,232.2381955978167,17.692844852194106
102941,Malta,2003,64422,350.95018326048864,6.526109916245653
102942,Singapur,2006,111639,374.8890935800885,14.171895286038898
102943,Malta,2006,82370,199.6241838741221,14.54597184755927
102944,Malta,1997,138358,166.43166509601872,7.889637070361746
102945,Malta,1996,53570,256.62075932549624,10.275315244347771
102946,Singapur,2012,17773,188.53704709034864,14.21955554563954
102947,Singapur,2012,29989,260.7623431470501,14.251951843475776
102948,Singapur,2015,9867,287.3103994554693,11.512881397133837
102949,Panamá,2000,96391,338.68660429862103,14.067154557256854
102950,Malta,2005,29421,295.81313794350865,12.053345975718857
102951,Singapur,2009,86375,260.16012889614075,6.511063138476472
102952,Malta,2008,112965,302.1993075401807,15.10562167676053
102953,Panamá,2023,22927,167.2385967178115,8.404757077680065
102954,Grecia,1999,127480,380.11221054141976,17.657299316860705
102955,Panamá,2014,44850,294.5694791692529,15.467793646173549
102956,Singapur,2017,136391,353.81702999205356,14.848779301297704
102957,Liberia,1995,144553,165.16337529083688,15.31781613727838
102958,Singapur,2014,47519,304.5801371013558,10.037192927908343
102959,Grecia,2009,140941,107.20792767083783,5.900980292923841
102960,Panamá,2020,143101,144.06876988261362,10.173766007911764
102961,Singapur,1992,52891,140.69687902167817,9.226326637951116
102962,Malta,2004,41458,365.7935855432812,7.829417725463701
102963,Singapur,1999,148020,239.21745442672335,9.396869788203157
102964,Liberia,1995,75521,303.8646112282195,13.614477356370053
102965,Grecia,1994,130836,392.4286804415459,5.825174542452304
102966,Panamá,1990,11652,362.4110400336296,9.057363463084583
102967,Singapur,2021,147582,283.07352324717317,8.812674823627734
102968,Malta,2006,22418,177.15514432057319,7.729549847751184
102969,Singapur,1994,29810,147.0659856012131,16.671319880298533
102970,Singapur,2023,126445,304.60663196622545,16.121598128172348
102971,Singapur,2011,131278,201.94311750027063,13.509950809827608
102972,Malta,1998,145820,227.46126193993223,15.50901001314173
102973,Liberia,2017,65007,302.7657656449842,14.209895142938128
102974,Malta,2006,62757,341.0147164521291,5.896434807481332
102975,Malta,2011,132210,267.18468135610016,15.601863100905508
102976,Singapur,2003,58996,357.2244533402406,10.962092803166303
102977,Grecia,2016,33550,352.6658393834684,11.5913160407618
102978,Liberia,2009,48189,265.8680332280517,17.7230419957503
102979,Grecia,2008,58367,124.90048829209572,17.38469611618108
102980,Singapur,2002,59682,306.2014413340627,8.744110453995022
102981,Malta,2002,34344,213.19350964738732,9.841169825309937
102982,Liberia,1993,98535,333.9048980827606,5.327396012439848
102983,Singapur,2001,68991,122.14642638240662,10.498861339632443
102984,Grecia,2022,111892,236.6874682523423,8.778313305857832
102985,Panamá,2007,141291,225.0657487099514,5.592717711783927
102986,Malta,2020,20400,156.31039766093645,9.202758353074481
102987,Singapur,2009,47876,265.6553723149163,12.67163673157483
102988,Panamá,2018,102383,258.80974421218156,10.104989219822933
102989,Malta,1993,104728,243.4859063793641,8.016199828421685
102990,Panamá,1996,104029,199.13953974819574,5.971832643236675
102991,Singapur,1995,107350,375.3168052010758,15.464975201115607
102992,Liberia,2023,143251,335.978683562141,7.869404189105817
102993,Malta,2010,84196,353.4619672426195,16.127381485124914
102994,Singapur,2014,11770,184.71848395819168,9.816483352565129
102995,Grecia,1991,113323,387.77641181715427,17.08729429274551
102996,Singapur,2021,114455,197.80577178365493,17.897037884488764
102997,Grecia,1993,123360,130.96832994880862,12.222909336017942
102998,Singapur,1992,144749,345.91880143804156,11.915004152305812
102999,Liberia,2004,82011,111.24940361502625,9.684515531345001
103000,Liberia,2022,86105,391.48674516515723,16.667895776532273
103001,Grecia,1996,77913,134.4099799187089,8.776871151836296
103002,Liberia,1993,72118,141.80350923854735,12.684994189085813
103003,Liberia,2022,72540,107.65070669302662,13.105023241471294
103004,Grecia,2005,71194,133.25022031152628,17.28949063874869
103005,Malta,1996,33398,169.67520579243308,10.528406589631748
103006,Singapur,2014,112401,338.3568360880172,8.439518966122817
103007,Liberia,2005,144875,103.37105119692896,9.768890487321768
103008,Panamá,1999,119204,356.31410142657853,14.107763417913818
103009,Malta,2023,38439,190.82213751666535,8.005965147044222
103010,Liberia,2011,113159,366.85362049999185,11.429195979330913
103011,Panamá,1991,34169,225.16626712192917,5.5976008933002595
103012,Singapur,2016,131435,311.7324853690746,12.924294732057358
103013,Liberia,2017,63035,143.8665095970884,11.457024956554278
103014,Panamá,2001,140558,262.97034640909095,11.058478069023218
103015,Panamá,2014,27962,198.58802950489775,7.9120020103967885
103016,Liberia,2020,85853,178.43917248058972,14.19804395458391
103017,Singapur,2022,103734,303.3619677536829,16.747194017729772
103018,Liberia,2013,24746,371.3850153792957,9.010588232917538
103019,Liberia,1992,66188,290.3129897938108,17.83500687951269
103020,Singapur,1996,95566,365.1943770671705,6.417041056748149
103021,Malta,2008,21940,212.66975515892557,8.633722772434492
103022,Grecia,2021,48454,299.4263566378743,8.69907416605599
103023,Liberia,1996,31433,129.69052900553126,13.86354512981515
103024,Malta,1999,100845,385.2435702824895,6.163321791867241
103025,Panamá,2011,81515,313.10712066453397,12.661103831500368
103026,Grecia,2018,28625,259.34003408115694,17.091719062941618
103027,Malta,2008,85615,360.0927328107338,17.01555132358467
103028,Panamá,2005,45788,313.80175240250236,17.88189937142428
103029,Singapur,2013,48721,233.651223036024,15.87061500822173
103030,Singapur,2015,42025,270.73124905404325,8.425870767462488
103031,Singapur,2013,147148,267.86591555269035,7.146976070071538
103032,Panamá,1998,112705,298.53137009654637,5.778434263323826
103033,Panamá,2013,113416,328.838852874691,9.286655687112452
103034,Singapur,2022,75995,215.39733187270008,17.284468713894093
103035,Malta,2022,88426,329.87454954571785,12.3276170223027
103036,Panamá,1991,130336,184.1068578780474,9.465941063631748
103037,Liberia,1998,43376,213.86455722768974,5.077751598274523
103038,Panamá,1994,138284,211.88000459991534,12.479480680068782
