fecha,nombre_buque,bandera,tipo_buque,muelle,operacion,teu_cargados,tiempo_estadia_h,costo_usd
2018-05-07 08:00:00,MV-3295,Malta,RoRo,Muelle 3,Tránsito,3870,29.261695626634314,26469.197907051734
2018-05-07 09:00:00,MV-6685,Panamá,Carga General,Muelle Norte,Descarga,4372,11.53052298818961,13277.70621915768
2018-05-07 10:00:00,MV-2696,Islas Marshall,RoRo,Muelle 2,Reparación,5517,24.018066401736085,14958.903369510335
2018-05-07 11:00:00,MV-2946,Malta,Portacontenedores,Muelle 5,Tránsito,4183,38.21536006094112,14902.338207304118
2018-05-07 12:00:00,MV-3783,Panamá,Portacontenedores,Muelle 4,Mixta,5552,23.80963914714964,26357.4231499622
2018-05-07 13:00:00,MV-4644,Panamá,Granelero,Muelle 1,Descarga,2667,15.348939620559689,29839.503877950727
2018-05-07 14:00:00,MV-6241,Islas Marshall,Granelero,Muelle 4,Reparación,1254,47.18978563892204,25473.28772704893
2018-05-07 15:00:00,MV-7420,Liberia,Granelero,Muelle 5,Mixta,2211,67.57016241021465,18511.072630549872
2018-05-07 16:00:00,MV-8557,Malta,Portacontenedores,Muelle 3,Tránsito,2229,74.13822749195002,6531.517060146966
2018-05-07 17:00:00,MV-3645,Islas Marshall,Buque Frigorífico,Muelle Norte,Descarga,397,43.08800457523711,28816.587865148787
2018-05-07 18:00:00,MV-7589,Islas Marshall,Buque Frigorífico,Muelle 2,Reparación,1253,50.06792432014025,26361.190805669758
2018-05-07 19:00:00,MV-7353,Liberia,Granelero,Muelle 2,Mixta,1032,74.48140341698245,25876.68206716497
2018-05-07 20:00:00,MV-2932,Malta,Granelero,Muelle 5,Descarga,781,39.038289067134365,14187.265252143412
2018-05-07 21:00:00,MV-2757,Islas Marshall,Portacontenedores,Muelle 1,Tránsito,5212,77.0594265915816,15626.45584361288
2018-05-07 22:00:00,MV-6085,Liberia,Carga General,Muelle 4,Reparación,5649,93.12909377270935,7111.2062039517095
2018-05-07 23:00:00,MV-6637,Malta,RoRo,Muelle Norte,Descarga,5287,85.48229485404148,28384.697576640407
2018-05-08 00:00:00,MV-2116,Singapur,Tanquero,Muelle 3,Tránsito,5740,47.91638962845839,28524.093444932703
2018-05-08 01:00:00,MV-1492,Panamá,Buque Frigorífico,Muelle 1,Tránsito,2650,58.99762755022538,10615.472964378967
2018-05-08 02:00:00,MV-9811,Liberia,Buque Frigorífico,Muelle Norte,Mixta,5955,71.04552202573385,22096.203085307803
2018-05-08 03:00:00,MV-8888,Panamá,Portacontenedores,Muelle Norte,Tránsito,502,38.73843893438391,9290.733172757147
2018-05-08 04:00:00,MV-7474,Singapur,Portacontenedores,Muelle 5,Tránsito,4123,78.33295279791317,14216.62408957264
2018-05-08 05:00:00,MV-5958,Islas Marshall,Tanquero,Muelle 5,Carga,2944,46.448695584686725,11861.91567420404
2018-05-08 06:00:00,MV-3743,Islas Marshall,Tanquero,Muelle 2,Tránsito,2284,82.5220571128382,14129.365940128997
2018-05-08 07:00:00,MV-8866,Malta,Granelero,Muelle 3,Reparación,5909,30.41658275349376,12033.29042210968
2018-05-08 08:00:00,MV-8160,Liberia,Tanquero,Muelle 1,Descarga,213,9.001268957289241,12977.574467098342
2018-05-08 09:00:00,MV-6451,Liberia,RoRo,Muelle 2,Reparación,1497,63.676578845569004,24567.56677236505
2018-05-08 10:00:00,MV-6258,Malta,RoRo,Muelle 3,Reparación,3919,47.766242339395056,11800.705681411553
2018-05-08 11:00:00,MV-9548,Panamá,Buque Frigorífico,Muelle 4,Mixta,151,13.264434297545304,25182.0820747536
2018-05-08 12:00:00,MV-8186,Islas Marshall,RoRo,Muelle 4,Carga,4104,50.909887070430656,18765.976644737682
2018-05-08 13:00:00,MV-7102,Islas Marshall,RoRo,Muelle 2,Carga,3757,22.83414639709331,24291.564061129964
2018-05-08 14:00:00,MV-1619,Liberia,RoRo,Muelle 1,Reparación,1502,63.41792631593357,27891.15691179024
2018-05-08 15:00:00,MV-1882,Liberia,Granelero,Muelle 3,Descarga,4836,47.16401083275336,7599.048713204079
2018-05-08 16:00:00,MV-9988,Malta,Buque Frigorífico,Muelle 4,Carga,5596,23.058978167635768,12941.146523972155
2018-05-08 17:00:00,MV-4642,Singapur,Portacontenedores,Muelle 4,Carga,2708,44.25062735466331,5444.494891022637
2018-05-08 18:00:00,MV-2296,Panamá,Buque Frigorífico,Muelle 1,Reparación,585,28.47837511961725,14579.660907634576
2018-05-08 19:00:00,MV-9436,Singapur,Buque Frigorífico,Muelle 2,Carga,1750,65.4725166816165,10172.47619874719
2018-05-08 20:00:00,MV-3895,Singapur,Buque Frigorífico,Muelle 5,Mixta,1513,33.972616916024265,18863.64399934118
2018-05-08 21:00:00,MV-7593,Liberia,Tanquero,Muelle Norte,Reparación,5775,80.33752680451467,24368.136175461696
2018-05-08 22:00:00,MV-1929,Liberia,Portacontenedores,Muelle 3,Carga,4269,9.246362083253082,16645.51542053503
2018-05-08 23:00:00,MV-6366,Liberia,Tanquero,Muelle 4,Carga,4394,43.500781935721946,12674.186480394806
2018-05-09 00:00:00,MV-9711,Singapur,Granelero,Muelle Norte,Carga,2021,62.30308009174146,7966.465512610771
2018-05-09 01:00:00,MV-4212,Panamá,Granelero,Muelle Norte,Reparación,5440,9.989529031526342,4697.583921452695
2018-05-09 02:00:00,MV-3409,Liberia,Carga General,Muelle 5,Descarga,1502,26.99408742211681,21624.958293322237
2018-05-09 03:00:00,MV-9199,Islas Marshall,Carga General,Muelle Norte,Tránsito,1643,36.81295643859247,4794.190637122759
2018-05-09 04:00:00,MV-4423,Panamá,Granelero,Muelle 1,Carga,762,9.922320803246294,27941.803936013486
2018-05-09 05:00:00,MV-7976,Islas Marshall,Granelero,Muelle 2,Tránsito,3705,56.108782026859004,19449.98065385887
2018-05-09 06:00:00,MV-8594,Panamá,Tanquero,Muelle 3,Tránsito,4392,63.5164182394345,13185.678232955408
2018-05-09 07:00:00,MV-6158,Liberia,Granelero,Muelle 1,Carga,4626,28.02195815954689,5089.753349301893
2018-05-09 08:00:00,MV-4667,Malta,Portacontenedores,Muelle 2,Carga,4134,55.826480004897306,14750.650372550444
2018-05-09 09:00:00,MV-6973,Liberia,Tanquero,Muelle 1,Tránsito,1498,95.92316624585976,26549.78790242158
2018-05-09 10:00:00,MV-7236,Singapur,Granelero,Muelle 4,Descarga,3698,86.04889732176413,29215.406784178114
2018-05-09 11:00:00,MV-9277,Singapur,Tanquero,Muelle 4,Tránsito,5174,13.162153180843106,6208.138017866626
2018-05-09 12:00:00,MV-3468,Panamá,Tanquero,Muelle 5,Descarga,2063,19.253656868636618,24205.59079416892
2018-05-09 13:00:00,MV-7217,Singapur,RoRo,Muelle 1,Mixta,508,51.50749227874079,10717.297993078606
2018-05-09 14:00:00,MV-4619,Liberia,Carga General,Muelle Norte,Descarga,2893,29.577698108094918,13865.359380960768
2018-05-09 15:00:00,MV-2636,Islas Marshall,Tanquero,Muelle 4,Reparación,642,15.12529287156112,18239.486572767208
2018-05-09 16:00:00,MV-9155,Liberia,Buque Frigorífico,Muelle 2,Carga,547,30.40079536162326,29862.947999957974
2018-05-09 17:00:00,MV-4583,Panamá,Tanquero,Muelle 5,Mixta,2184,13.383672595294625,9429.18733914149
2018-05-09 18:00:00,MV-5009,Singapur,Buque Frigorífico,Muelle Norte,Tránsito,2499,54.63229490617711,7392.957965094285
2018-05-09 19:00:00,MV-4326,Islas Marshall,RoRo,Muelle 3,Descarga,5462,51.142009123015924,19469.401648467177
2018-05-09 20:00:00,MV-9148,Malta,Granelero,Muelle 1,Mixta,4342,8.556701512941217,26179.27394171112
2018-05-09 21:00:00,MV-3217,Islas Marshall,Tanquero,Muelle 4,Reparación,2861,50.46144281666577,20853.610744846043
2018-05-09 22:00:00,MV-5967,Islas Marshall,RoRo,Muelle Norte,Descarga,76,53.7428529589672,13036.986433161872
2018-05-09 23:00:00,MV-3369,Liberia,Portacontenedores,Muelle 2,Tránsito,3966,61.3019292090207,29401.546765293067
2018-05-10 00:00:00,MV-4638,Malta,RoRo,Muelle 1,Tránsito,1767,93.36877574777239,29870.83420066286
2018-05-10 01:00:00,MV-6722,Panamá,Carga General,Muelle 2,Descarga,5259,94.47693358057604,24036.87667219804
2018-05-10 02:00:00,MV-5444,Panamá,Carga General,Muelle 5,Reparación,2303,54.36977933903235,24862.823771907395
2018-05-10 03:00:00,MV-8618,Islas Marshall,Granelero,Muelle 4,Carga,3692,82.37642938966086,23781.883225438833
2018-05-10 04:00:00,MV-4947,Islas Marshall,Buque Frigorífico,Muelle 4,Carga,3705,15.494587759147212,10699.184908141558
2018-05-10 05:00:00,MV-2676,Singapur,Granelero,Muelle 5,Tránsito,5584,54.741606773846634,7906.867609979948
2018-05-10 06:00:00,MV-2196,Malta,Buque Frigorífico,Muelle 2,Reparación,3348,67.74320521170863,18413.191123716162
2018-05-10 07:00:00,MV-3787,Islas Marshall,Buque Frigorífico,Muelle 1,Tránsito,4748,57.69613612212025,28807.801138550676
2018-05-10 08:00:00,MV-8432,Singapur,Buque Frigorífico,Muelle 2,Carga,5237,28.303447511968283,26835.599519782005
2018-05-10 09:00:00,MV-8927,Malta,Buque Frigorífico,Muelle 1,Tránsito,4507,13.513902794805762,6778.353122758345
2018-05-10 10:00:00,MV-4318,Panamá,Carga General,Muelle Norte,Descarga,1333,42.02689704261668,5481.770329524769
2018-05-10 11:00:00,MV-9858,Singapur,Carga General,Muelle 5,Descarga,1136,64.99253980523477,26718.04048210423
2018-05-10 12:00:00,MV-7689,Malta,Tanquero,Muelle 3,Reparación,2065,95.27075048168945,19938.391877458394
2018-05-10 13:00:00,MV-3176,Singapur,Carga General,Muelle 1,Carga,5117,28.814943721787266,11912.347068302919
2018-05-10 14:00:00,MV-4743,Islas Marshall,Granelero,Muelle 4,Reparación,1765,88.76551205460177,18605.97187161324
2018-05-10 15:00:00,MV-9792,Liberia,Carga General,Muelle Norte,Reparación,5792,14.007003158223231,9763.383381661746
2018-05-10 16:00:00,MV-5422,Panamá,Granelero,Muelle 4,Carga,1776,89.92705610531009,28620.747021197254
2018-05-10 17:00:00,MV-4824,Islas Marshall,Portacontenedores,Muelle Norte,Mixta,957,81.24827557256263,25507.140160091487
2018-05-10 18:00:00,MV-3451,Islas Marshall,Carga General,Muelle 4,Mixta,3513,9.843191040402619,29018.18843674318
2018-05-10 19:00:00,MV-1628,Malta,Granelero,Muelle 2,Tránsito,4391,34.24031291980249,8863.486704873936
2018-05-10 20:00:00,MV-8778,Singapur,Buque Frigorífico,Muelle 2,Mixta,4492,12.48418552371095,25935.431083139098
2018-05-10 21:00:00,MV-4696,Panamá,RoRo,Muelle 2,Descarga,4517,95.60451669460123,18567.42617111875
2018-05-10 22:00:00,MV-4674,Islas Marshall,Buque Frigorífico,Muelle Norte,Reparación,858,45.65027240337231,12449.791869373894
2018-05-10 23:00:00,MV-4929,Malta,Tanquero,Muelle Norte,Tránsito,2946,66.27126972573609,16471.247230924848
2018-05-11 00:00:00,MV-3765,Panamá,Granelero,Muelle 4,Reparación,2220,28.60877058437004,28553.983362856114
2018-05-11 01:00:00,MV-5369,Singapur,Buque Frigorífico,Muelle 1,Carga,3178,90.16878900274455,21977.775070722055
2018-05-11 02:00:00,MV-9307,Islas Marshall,Carga General,Muelle Norte,Mixta,4305,32.12731979147351,13357.804369668649
2018-05-11 03:00:00,MV-5956,Islas Marshall,Carga General,Muelle 4,Carga,1200,30.898885442602268,29997.39179185957
2018-05-11 04:00:00,MV-1692,Islas Marshall,Portacontenedores,Muelle 1,Tránsito,3728,35.68480844283905,12989.315928616084
2018-05-11 05:00:00,MV-4162,Panamá,RoRo,Muelle 2,Descarga,1384,48.699046489262166,25156.71436819455
2018-05-11 06:00:00,MV-2105,Panamá,Granelero,Muelle Norte,Mixta,567,9.63087990821457,24393.81110335009
2018-05-11 07:00:00,MV-4008,Panamá,Buque Frigorífico,Muelle 3,Carga,1338,60.60970001127143,22796.092589889828
2018-05-11 08:00:00,MV-3161,Panamá,RoRo,Muelle 2,Mixta,795,10.786590148384956,21405.343618040115
2018-05-11 09:00:00,MV-9345,Malta,Portacontenedores,Muelle 5,Reparación,4565,55.449818921084194,6825.300207048654
2018-05-11 10:00:00,MV-4699,Liberia,Tanquero,Muelle 1,Descarga,4017,48.293871392025856,29868.854538004136
2018-05-11 11:00:00,MV-4786,Malta,RoRo,Muelle 3,Mixta,5697,29.344141116004096,8187.113229803646
2018-05-11 12:00:00,MV-5200,Islas Marshall,Portacontenedores,Muelle 2,Descarga,4285,37.01958551103275,19499.484464708512
2018-05-11 13:00:00,MV-2913,Malta,Granelero,Muelle Norte,Reparación,5978,70.09806338953094,10477.84294845848
2018-05-11 14:00:00,MV-6520,Singapur,Tanquero,Muelle 3,Reparación,4852,8.844581748682877,8388.215469868428
2018-05-11 15:00:00,MV-2772,Panamá,Carga General,Muelle 4,Carga,747,35.864948146266855,18546.099657761915
2018-05-11 16:00:00,MV-3780,Singapur,Portacontenedores,Muelle 1,Tránsito,3084,67.86615836650833,25744.948293165075
2018-05-11 17:00:00,MV-8423,Singapur,Carga General,Muelle 5,Carga,524,21.400100155424404,13800.5870680176
2018-05-11 18:00:00,MV-3871,Islas Marshall,Tanquero,Muelle 4,Descarga,4026,57.31393756837709,6006.3912344257205
2018-05-11 19:00:00,MV-1660,Panamá,Portacontenedores,Muelle 3,Carga,5806,22.866097706478715,20217.731735619862
2018-05-11 20:00:00,MV-7242,Singapur,Portacontenedores,Muelle 2,Mixta,560,21.619045163415965,23927.18660200827
2018-05-11 21:00:00,MV-2132,Islas Marshall,Tanquero,Muelle 1,Carga,587,75.9606484236906,11698.197179446453
2018-05-11 22:00:00,MV-1699,Panamá,Granelero,Muelle Norte,Tránsito,2310,31.454231090500116,21955.331553129043
2018-05-11 23:00:00,MV-8470,Liberia,Portacontenedores,Muelle 5,Tránsito,2994,41.06768246782241,5970.548383518072
2018-05-12 00:00:00,MV-7297,Islas Marshall,Tanquero,Muelle 2,Descarga,5682,72.24158977499735,13397.138097572592
2018-05-12 01:00:00,MV-8812,Malta,RoRo,Muelle 5,Reparación,3924,23.797724847781918,16327.416184528785
2018-05-12 02:00:00,MV-5557,Panamá,Carga General,Muelle Norte,Tránsito,5434,54.79285787729147,24331.05489925667
2018-05-12 03:00:00,MV-3179,Singapur,Portacontenedores,Muelle 1,Descarga,1416,88.76813041129034,12791.684438122787
2018-05-12 04:00:00,MV-9275,Singapur,RoRo,Muelle 3,Tránsito,1111,56.736760105307,15796.194602312442
2018-05-12 05:00:00,MV-2422,Malta,Portacontenedores,Muelle 5,Tránsito,4378,12.29842746286179,20337.204464626815
2018-05-12 06:00:00,MV-4180,Malta,Granelero,Muelle 1,Reparación,2357,59.893360171585734,20226.079011749123
2018-05-12 07:00:00,MV-5316,Singapur,Tanquero,Muelle 5,Mixta,357,15.933499157267008,17461.76528848848
2018-05-12 08:00:00,MV-7696,Panamá,Portacontenedores,Muelle 2,Descarga,4548,32.826959558128905,12540.342453512096
2018-05-12 09:00:00,MV-1614,Islas Marshall,Tanquero,Muelle 5,Tránsito,1046,82.771409270229,21418.040798485068
2018-05-12 10:00:00,MV-5570,Malta,Buque Frigorífico,Muelle 2,Tránsito,1334,8.974083270038378,25766.01297263481
2018-05-12 11:00:00,MV-1270,Malta,Portacontenedores,Muelle 2,Carga,5645,14.777171162486704,7999.166340159305
2018-05-12 12:00:00,MV-3468,Malta,Granelero,Muelle 1,Mixta,4895,39.976043323872645,12852.006354049267
2018-05-12 13:00:00,MV-4607,Liberia,Granelero,Muelle 4,Reparación,1179,95.94683743114275,21387.458451890616
2018-05-12 14:00:00,MV-4075,Panamá,RoRo,Muelle Norte,Descarga,353,33.6840237343222,23650.162789067115
2018-05-12 15:00:00,MV-1289,Panamá,Granelero,Muelle 5,Tránsito,5616,21.840166448770745,24317.950798736776
2018-05-12 16:00:00,MV-9120,Panamá,Tanquero,Muelle 3,Descarga,5207,56.34914769064591,20985.072506670647
2018-05-12 17:00:00,MV-7614,Panamá,Buque Frigorífico,Muelle 2,Reparación,3941,53.6944418981955,16435.02549151802
2018-05-12 18:00:00,MV-4252,Panamá,Granelero,Muelle 4,Mixta,904,47.5665237817377,20790.78971511372
2018-05-12 19:00:00,MV-8415,Singapur,Portacontenedores,Muelle 2,Carga,5215,91.3055301797795,7511.157731748605
2018-05-12 20:00:00,MV-7771,Malta,Granelero,Muelle 4,Mixta,1795,32.653144643645646,9401.791673873675
2018-05-12 21:00:00,MV-1278,Singapur,Buque Frigorífico,Muelle 4,Carga,5774,33.81253217505303,28115.80705673298
2018-05-12 22:00:00,MV-1580,Liberia,Tanquero,Muelle 3,Descarga,5400,20.342613482063406,27976.445554104812
2018-05-12 23:00:00,MV-5958,Islas Marshall,Portacontenedores,Muelle 4,Mixta,867,69.36134557662344,22820.979448526945
2018-05-13 00:00:00,MV-9445,Malta,RoRo,Muelle 3,Mixta,5883,36.280513455087366,12503.227434746123
2018-05-13 01:00:00,MV-5276,Liberia,RoRo,Muelle 1,Mixta,3699,78.64114578801743,20869.840115563085
2018-05-13 02:00:00,MV-8997,Singapur,RoRo,Muelle 2,Reparación,1022,93.51469320881698,21882.581842670803
2018-05-13 03:00:00,MV-5776,Islas Marshall,Portacontenedores,Muelle 3,Descarga,4183,11.844301295172095,17392.988358842507
2018-05-13 04:00:00,MV-1824,Liberia,RoRo,Muelle Norte,Carga,1228,95.39472632511499,23461.671499128865
2018-05-13 05:00:00,MV-4832,Islas Marshall,Granelero,Muelle 2,Mixta,154,30.361171919423427,4771.964138880615
2018-05-13 06:00:00,MV-9891,Liberia,Portacontenedores,Muelle Norte,Descarga,304,44.96971143839842,10661.740700623812
2018-05-13 07:00:00,MV-6445,Singapur,Portacontenedores,Muelle 5,Reparación,2585,76.44141519535691,24655.709649637996
2018-05-13 08:00:00,MV-2380,Islas Marshall,Portacontenedores,Muelle Norte,Reparación,640,66.54914050826055,28406.211535923994
2018-05-13 09:00:00,MV-7534,Liberia,Carga General,Muelle 1,Descarga,574,76.50244903346885,26778.28344787233
2018-05-13 10:00:00,MV-4156,Singapur,Tanquero,Muelle 5,Carga,419,49.037217383259566,22628.827593183294
2018-05-13 11:00:00,MV-5307,Malta,Carga General,Muelle 5,Descarga,4247,88.613902914412,8302.916897387862
2018-05-13 12:00:00,MV-6634,Singapur,Carga General,Muelle 4,Descarga,3013,77.51479087564971,13586.707406084379
2018-05-13 13:00:00,MV-9575,Singapur,Carga General,Muelle Norte,Tránsito,713,35.21206183816349,5305.529903896808
2018-05-13 14:00:00,MV-6810,Malta,Tanquero,Muelle 4,Reparación,739,91.46625947869087,20636.40688788178
2018-05-13 15:00:00,MV-9533,Singapur,Carga General,Muelle Norte,Carga,2696,92.57276902151918,15696.444126032426
2018-05-13 16:00:00,MV-6934,Malta,RoRo,Muelle 5,Tránsito,2638,44.524712906593486,18898.308801850842
2018-05-13 17:00:00,MV-4109,Malta,Portacontenedores,Muelle 4,Descarga,1585,65.37252294290798,29463.17575553709
2018-05-13 18:00:00,MV-5082,Malta,Portacontenedores,Muelle 2,Reparación,2078,79.6996310988235,14458.563570564156
2018-05-13 19:00:00,MV-4240,Liberia,Granelero,Muelle Norte,Tránsito,5076,79.92246308468735,11974.464003874597
2018-05-13 20:00:00,MV-7028,Islas Marshall,Buque Frigorífico,Muelle Norte,Tránsito,1906,9.242871932786649,7915.719459386011
2018-05-13 21:00:00,MV-2849,Liberia,RoRo,Muelle 4,Carga,3236,63.353199708095644,7733.85543974722
2018-05-13 22:00:00,MV-9497,Malta,Tanquero,Muelle Norte,Descarga,2819,93.68553817565333,17482.91512426693
2018-05-13 23:00:00,MV-3749,Islas Marshall,Buque Frigorífico,Muelle 5,Carga,3037,28.35854900606306,23479.930464176912
2018-05-14 00:00:00,MV-7680,Islas Marshall,Portacontenedores,Muelle 4,Tránsito,5123,78.01357960757059,18676.02404557901
2018-05-14 01:00:00,MV-1205,Malta,Carga General,Muelle 4,Tránsito,4525,55.01379065477445,26705.609295208178
2018-05-14 02:00:00,MV-8352,Islas Marshall,Granelero,Muelle 3,Carga,5659,27.489378580224212,12212.683011585366
2018-05-14 03:00:00,MV-5591,Islas Marshall,Granelero,Muelle 3,Tránsito,1198,12.491341719391649,19471.2113836098
2018-05-14 04:00:00,MV-4450,Liberia,Portacontenedores,Muelle 5,Mixta,830,74.87311056949667,21192.28448848312
2018-05-14 05:00:00,MV-8214,Islas Marshall,RoRo,Muelle 2,Reparación,4455,35.849390758184775,11297.947194866287
2018-05-14 06:00:00,MV-4811,Malta,Buque Frigorífico,Muelle Norte,Descarga,2203,41.051570469729214,14303.906758465344
2018-05-14 07:00:00,MV-6141,Panamá,Granelero,Muelle 1,Reparación,605,50.700332685912976,19364.436731817652
2018-05-14 08:00:00,MV-9501,Panamá,Portacontenedores,Muelle Norte,Descarga,3346,52.63315146147512,4544.196875717228
2018-05-14 09:00:00,MV-3708,Panamá,RoRo,Muelle 1,Tránsito,3363,26.144330773396174,27051.883779563217
2018-05-14 10:00:00,MV-2991,Malta,Portacontenedores,Muelle 5,Carga,4542,67.01649513658545,6887.665253784632
2018-05-14 11:00:00,MV-9463,Panamá,Portacontenedores,Muelle 2,Carga,2633,68.94351823611687,5236.505397002648
2018-05-14 12:00:00,MV-4273,Liberia,RoRo,Muelle 2,Tránsito,3757,20.522481355933426,9590.917454323337
2018-05-14 13:00:00,MV-5538,Malta,RoRo,Muelle 2,Descarga,3918,54.896039512307155,17060.267040404724
2018-05-14 14:00:00,MV-9712,Malta,RoRo,Muelle 3,Tránsito,3093,61.61482264400179,12546.132499211666
2018-05-14 15:00:00,MV-4722,Malta,Portacontenedores,Muelle 5,Descarga,3063,24.39013581922573,15443.785805540745
2018-05-14 16:00:00,MV-4551,Islas Marshall,Granelero,Muelle 1,Tránsito,3894,86.7126671345797,6191.048576025065
2018-05-14 17:00:00,MV-3832,Islas Marshall,Tanquero,Muelle 2,Tránsito,1219,50.48867578342538,10060.72037278693
2018-05-14 18:00:00,MV-6679,Islas Marshall,Tanquero,Muelle 5,Tránsito,3312,18.122495474609508,6539.180703602007
2018-05-14 19:00:00,MV-7579,Singapur,Portacontenedores,Muelle Norte,Carga,4072,37.42686363066514,9972.371250072594
2018-05-14 20:00:00,MV-1152,Liberia,Portacontenedores,Muelle 1,Descarga,250,49.97251944816954,22286.034697905714
2018-05-14 21:00:00,MV-6754,Malta,Granelero,Muelle 3,Tránsito,1940,8.892685471101945,18957.560663276763
2018-05-14 22:00:00,MV-3800,Malta,RoRo,Muelle 4,Reparación,61,10.808069061377717,12683.24403807491
2018-05-14 23:00:00,MV-6310,Islas Marshall,Portacontenedores,Muelle 1,Reparación,5221,12.885812387334378,10791.908939716262
2018-05-15 00:00:00,MV-3610,Malta,Carga General,Muelle Norte,Carga,2026,55.35589987915013,29935.723650803182
2018-05-15 01:00:00,MV-2104,Malta,RoRo,Muelle 1,Mixta,1375,37.575761268901864,23964.55977345719
2018-05-15 02:00:00,MV-8361,Panamá,Portacontenedores,Muelle 1,Carga,3421,86.59315622892795,25373.14892532728
2018-05-15 03:00:00,MV-5199,Malta,Carga General,Muelle 4,Mixta,4120,57.2125807649427,4685.480545198844
2018-05-15 04:00:00,MV-4854,Singapur,Buque Frigorífico,Muelle 2,Carga,5065,74.87087693624018,5549.256643457239
2018-05-15 05:00:00,MV-8263,Islas Marshall,Granelero,Muelle Norte,Reparación,3606,68.46771955444636,22527.976234626458
2018-05-15 06:00:00,MV-2914,Liberia,Carga General,Muelle 4,Tránsito,5016,53.78822399691984,8987.654245891277
2018-05-15 07:00:00,MV-8365,Liberia,Portacontenedores,Muelle 1,Descarga,415,73.53539869933097,15067.041315388986
2018-05-15 08:00:00,MV-4072,Panamá,Tanquero,Muelle Norte,Tránsito,706,55.93410185236014,8788.3310892576
2018-05-15 09:00:00,MV-1406,Liberia,Portacontenedores,Muelle 3,Reparación,210,41.920154856759645,8603.86954784916
2018-05-15 10:00:00,MV-1166,Liberia,Tanquero,Muelle 1,Descarga,224,46.350825260673055,6836.0007439228275
2018-05-15 11:00:00,MV-1508,Islas Marshall,Granelero,Muelle 3,Mixta,3520,81.78811787986156,19450.762870822167
2018-05-15 12:00:00,MV-2661,Islas Marshall,Granelero,Muelle 5,Mixta,4110,57.56807311487212,23221.83569854798
2018-05-15 13:00:00,MV-4664,Singapur,RoRo,Muelle 3,Reparación,5649,41.20206103828377,5477.959659606148
2018-05-15 14:00:00,MV-4489,Panamá,RoRo,Muelle 1,Descarga,594,23.81739733958983,11164.347890855417
2018-05-15 15:00:00,MV-1680,Liberia,Tanquero,Muelle 4,Tránsito,3904,51.59149011375007,21117.578364754223
2018-05-15 16:00:00,MV-3524,Singapur,Tanquero,Muelle 1,Reparación,1811,30.211561638857773,14200.216584051645
2018-05-15 17:00:00,MV-3120,Panamá,Granelero,Muelle 1,Mixta,1006,92.09102927529658,22321.31307462706
2018-05-15 18:00:00,MV-6260,Liberia,Carga General,Muelle 5,Reparación,501,51.206423449295755,23739.933546415326
2018-05-15 19:00:00,MV-5357,Liberia,Tanquero,Muelle 2,Tránsito,131,8.787448102254626,4839.644933938694
2018-05-15 20:00:00,MV-2363,Islas Marshall,Tanquero,Muelle 1,Carga,1286,16.173192675513732,13902.354235608553
2018-05-15 21:00:00,MV-3292,Malta,Carga General,Muelle 5,Carga,4961,33.020555270527744,22957.612692076436
2018-05-15 22:00:00,MV-2538,Panamá,RoRo,Muelle 4,Tránsito,496,16.11033006945137,13838.815572484209
2018-05-15 23:00:00,MV-4408,Liberia,RoRo,Muelle 5,Descarga,2215,86.66867584359534,4151.663277632074
2018-05-16 00:00:00,MV-8742,Panamá,Tanquero,Muelle 5,Reparación,1669,83.18293787844671,12743.876241767004
2018-05-16 01:00:00,MV-9752,Singapur,RoRo,Muelle 3,Tránsito,1843,93.4358127811546,26688.97166737577
2018-05-16 02:00:00,MV-2903,Singapur,RoRo,Muelle 2,Carga,3364,70.16897406225526,28750.411236005257
2018-05-16 03:00:00,MV-1174,Malta,Buque Frigorífico,Muelle 2,Mixta,4894,64.8008800666574,18573.43270792378
2018-05-16 04:00:00,MV-3230,Liberia,RoRo,Muelle Norte,Tránsito,1223,89.26770413482835,11965.362679066671
2018-05-16 05:00:00,MV-5287,Islas Marshall,Granelero,Muelle 4,Tránsito,5702,91.28259674295654,16117.67045267422
2018-05-16 06:00:00,MV-5160,Liberia,Portacontenedores,Muelle Norte,Tránsito,695,85.21893017375702,10141.291702797482
2018-05-16 07:00:00,MV-8106,Panamá,Tanquero,Muelle 5,Carga,428,83.8096102561444,8371.268050478475
2018-05-16 08:00:00,MV-4171,Singapur,Tanquero,Muelle 4,Carga,2705,67.10988647904806,16831.917187232848
2018-05-16 09:00:00,MV-2567,Panamá,Granelero,Muelle 4,Tránsito,3634,8.141323357088742,23153.78371037851
2018-05-16 10:00:00,MV-2151,Malta,Portacontenedores,Muelle 2,Tránsito,3783,45.79750042900944,9784.085476984643
2018-05-16 11:00:00,MV-8619,Singapur,Portacontenedores,Muelle 2,Descarga,1190,63.938323863782585,27647.97013778435
2018-05-16 12:00:00,MV-7033,Islas Marshall,Granelero,Muelle 2,Mixta,3785,56.147209479125216,8373.918607517337
2018-05-16 13:00:00,MV-9560,Singapur,Carga General,Muelle 1,Reparación,5082,80.25914343039676,18518.700988069566
2018-05-16 14:00:00,MV-5946,Liberia,Carga General,Muelle 5,Reparación,2063,80.06340033324342,24185.96472194466
2018-05-16 15:00:00,MV-9234,Liberia,Portacontenedores,Muelle 4,Reparación,711,60.684016832621296,9548.10054991243
2018-05-16 16:00:00,MV-2907,Singapur,Carga General,Muelle 5,Carga,5486,9.935476686797603,11707.55562116073
